SerialNO,model,error type,blockaddress,count
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,37683200,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,85286912,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,34594816,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,107855872,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,62824448,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,66551808,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,106946560,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,118439936,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,88932352,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,65527808,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,80437248,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,121544704,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,34095104,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,39518208,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,84762624,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,76062720,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,105603072,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,27066368,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,83394560,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,120201216,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,20127744,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,12271616,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,37117952,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,19087360,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,27623424,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,103243776,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,61964288,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,64987136,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,64323584,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,57196544,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,87547904,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,53960704,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,80969728,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,84459520,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,86990848,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,103038976,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,65921024,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,18325504,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,102785024,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,33071104,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,74047488,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,76275712,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,38830080,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,68599808,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,102457344,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,63315968,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,106422272,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,61464576,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,37502976,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,14434304,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,40312832,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,86261760,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,34840576,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,53026816,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,104079360,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,34668544,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,87105536,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,120176640,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,36208640,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,108986368,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,87801856,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,62611456,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,104366080,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,86704128,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,109871104,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,94609408,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,81436672,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,18399232,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,118652928,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,45613056,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,54099968,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,114982912,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,106012672,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,74915840,1
sleep_LGF600L8f662a10_60,LG-F600L,CRC32 not,39034880,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,81297408,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,57098240,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,59703296,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,122077184,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,72138752,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,40558592,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,71245824,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,56721408,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,58023936,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,113311744,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,20709376,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,39927808,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,73007104,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,50274304,1
sleep_LGF600L90cd3140_60,LG-F600L,CRC32 not,120987648,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,53985280,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,103374848,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,50503680,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,47472640,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,88023040,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,97853440,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,51634176,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,100761600,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,90972160,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,1777664,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,87334912,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,19030016,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,23977984,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,20013056,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,86630400,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,91299840,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,43237376,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,67747840,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,42582016,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,88735744,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,20619264,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,91938816,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,80207872,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,74661888,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,49242112,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,49577984,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,89481216,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,53166080,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,99565568,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,23158784,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,67149824,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,30425088,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,19218432,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,79642624,1
sleep_LGF600L945e2a10_60,LG-F600L,CRC32 not,36487168,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,46563328,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,19767296,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,100933632,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,54231040,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,59875328,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,59441152,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,40214528,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,33873920,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,38166528,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,20791296,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,52944896,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,38535168,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,57106432,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,58875904,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,61276160,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,14286848,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,122093568,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,59965440,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,98836480,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,110477312,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,20414464,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,65372160,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,58236928,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,46104576,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,47185920,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,100073472,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,15376384,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,19382272,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,55746560,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,101236736,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,36773888,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,34578432,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,47169536,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,53911552,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,91783168,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,59711488,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,51724288,1
sleep_LGF600L99d23140_60,LG-F600L,CRC32 not,17080320,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,113164288,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,29016064,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,28295168,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,30343168,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,58105856,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,99360768,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,78528512,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,32325632,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,80257024,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,19030016,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,29220864,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,30269440,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,101015552,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,76455936,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,19292160,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,118530048,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,11567104,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,99762176,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,74366976,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,102236160,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,29466624,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,31031296,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,103006208,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,71565312,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,27205632,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,28614656,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,114466816,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,56090624,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,81215488,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,79380480,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,75243520,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,73269248,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,77447168,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,55508992,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,99672064,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,77316096,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,114327552,1
sleep_LGF600Lb1d23140_60,LG-F600L,CRC32 not,80543744,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,55574528,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,19136512,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,106135552,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,104013824,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,35151872,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,56320000,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,70172672,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,58408960,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,23240704,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,80166912,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,20553728,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,35610624,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,34103296,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,57106432,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,83435520,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,39788544,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,3325952,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,121700352,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,23912448,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,91078656,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,107782144,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,55246848,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,102465536,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,107143168,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,74612736,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,19718144,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,22552576,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,23724032,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,81682432,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,58155008,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,98418688,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,32620544,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,22265856,1
sleep_LGF600Lc6d03140_60,LG-F600L,CRC32 not,80363520,1
